concordpet_155,concordpet_155,FALSE
concordpet_155,roguevalleypet_097,FALSE
concordpet_155,healthypetcenters_268,FALSE
zoobio_027,miscota_066,FALSE
zoobio_027,zoomalia_020,FALSE
zoobio_027,zooplus_040,FALSE
hardwarestore_022,walmart_008,FALSE
hardwarestore_022,petco_025,FALSE
hardwarestore_022,horseandhound_019,FALSE
horseandhound_099,concordpet_227,FALSE
horseandhound_099,horseandhound_123,FALSE
horseandhound_099,roguevalleypet_145,FALSE
petsupplies_015,roguevalleypet_042,FALSE
petsupplies_015,petnutritioncenter_120,FALSE
petsupplies_015,petsense_086,FALSE
petsupplies_015,healthypetcenters_113,FALSE
petsupplies_015,concordpet_058,FALSE
petsupplies_089,horseandhound_129,FALSE
petsupplies_089,concordpet_235,FALSE
petsupplies_089,roguevalleypet_168,FALSE
petsupplies_089,petsense_012,FALSE
petsupplies_089,healthypetcenters_299,FALSE
petsupplies_072,horseandhound_121,FALSE
petsupplies_072,petsense_029,FALSE
petsupplies_072,roguevalleypet_141,FALSE
petsupplies_072,petco_074,FALSE
petsupplies_072,concordpet_224,FALSE
petsupplies_082,petsense_019,FALSE
petsupplies_082,horseandhound_113,FALSE
petsupplies_082,healthypetcenters_296,FALSE
petsupplies_082,petnutritioncenter_214,FALSE
petsupplies_082,roguevalleypet_162,FALSE
petsupplies_002,concordpet_004,FALSE
petsupplies_002,roguevalleypet_010,FALSE
petsupplies_002,petsense_099,FALSE
petsupplies_002,healthypetcenters_012,FALSE
petsupplies_002,petnutritioncenter_005,FALSE
petsense_030,petco_092,FALSE
petsense_030,horseandhound_119,FALSE
petsense_030,roguevalleypet_138,FALSE
petsense_030,concordpet_221,FALSE
petsupplies_048,petsense_053,FALSE
petsupplies_048,concordpet_129,FALSE
petsupplies_048,roguevalleypet_086,FALSE
petsupplies_048,healthypetcenters_240,FALSE
petsupplies_078,countrymax_101,FALSE
petsupplies_078,petsense_023,FALSE
petsupplies_078,roguevalleypet_153,FALSE
petsupplies_078,horseandhound_130,FALSE
petsupplies_078,concordpet_236,FALSE
petsupplies_034,roguevalleypet_088,FALSE
petsupplies_034,concordpet_133,FALSE
petsupplies_034,healthypetcenters_242,FALSE
petsupplies_034,petsense_067,FALSE
petsupplies_034,horseandhound_046,FALSE
petsupplies_042,horseandhound_054,FALSE
petsupplies_042,healthypetcenters_267,FALSE
petsupplies_042,petsense_059,FALSE
petsupplies_042,concordpet_152,FALSE
petsupplies_042,roguevalleypet_096,FALSE
petsupplies_024,petsense_077,FALSE
petsupplies_024,concordpet_102,FALSE
petsupplies_024,healthypetcenters_182,FALSE
petsupplies_024,petnutritioncenter_156,FALSE
petsupplies_024,roguevalleypet_075,FALSE
petsupplies_003,roguevalleypet_003,FALSE
petsupplies_003,concordpet_009,FALSE
petsupplies_003,petsense_098,FALSE
petsupplies_003,petnutritioncenter_015,FALSE
petsupplies_003,healthypetcenters_003,FALSE
bigdogworld_029,speckspet_001,TRUE
petnutritioncenter_001,healthypetcenters_001,TRUE
petnutritioncenter_001,horseandhound_001,TRUE
petnutritioncenter_001,petsense_100,TRUE
petnutritioncenter_001,petsupplies_001,TRUE
petnutritioncenter_001,roguevalleypet_001,TRUE
petnutritioncenter_002,healthypetcenters_002,TRUE
petnutritioncenter_002,roguevalleypet_002,TRUE
petco_008,petnutritioncenter_040,TRUE
petco_008,concordpet_030,TRUE
countrymax_055,dog_041,TRUE
countrymax_055,petfood_035,TRUE
countrymax_068,walmart_008,TRUE
zoobio_035,petco_075,TRUE
petco_083,zoobio_037,TRUE
megapet_066,bitiba.co.uk_116,TRUE
megapet_066,bigdogworld_017,TRUE
petfood_036,concordpet_053,TRUE
countrymax_013,petsense_087,TRUE
speckspet_060,petsense_087,TRUE
roguevalleypet_037,petsupplies_013,TRUE
petfood_014,petsense_088,TRUE
petfood_096,roguevalleypet_034,TRUE
countrymax_025,horseandhound_007,TRUE
